GeneName,PMID
FUS,[]
GFI1,"[32014946, 30591549, 31601252, 30592196, 31686799, 31445956, 31685299, 31438892, 31436122, 30955977, 28472537, 31879171, 31366504, 30548240, 29451696, 31182061, 31381142, 31290993, 30105871, 29080690, 31561135, 31097096, 30885351, 31721446, 30885328, 30089596, 30442523, 31703637, 29948239, 31606169, 30027464, 31752884, 28499641, 31828427, 31025831, 31200821, 31619231, 31235357, 29803896, 31492985, 31455166, 32048008, 31086949, 30282880, 30938103, 31245924, 29687154, 31804689, 29681240, 31194613, 30885338, 31980929, 30648806, 31449674, 30956278, 31287557, 30773184, 30486741, 29778651, 31277011, 30791870, 30507005, 30058192, 31384932, 30385172, 28507206, 30357709, 29571997, 28623135, 30835006, 29754785, 31030326, 30642457, 31721468, 30819829, 31368625, 31387256, 27413166, 31115697, 31042283, 30259978, 30680608, 29357969, 30273983, 29729529, 29564776, 31041879, 29681411, 31786738, 31713888, 29024471, 30987609, 29645086, 31175902, 31345185, 30527192, 31782256, 30413378, 31123785, 30145925, 31200820, 29042049, 29915891, 30325558, 31053172, 30825015, 31886195, 30295143, 31292396, 30334618, 31631997, 31176206, 31735973, 30783810, 30034229, 30478673, 31699115, 30415902, 31564210, 31237152, 31200819, 29363879, 31515670, 30796356, 30770959, 31126249, 31097082, 30430864, 30734516, 31068179, 31722726, 31027701, 30797489, 30885358, 30889876, 30952734, 30049203, 30952742, 31154543, 30911841, 31497994, 30725206, 31253136, 29460035, 28958068, 30098333, 31771739, 30691492, 29943841, 30941563, 30646616, 31654622, 30616471, 31244320, 31770849, 30337185, 30774636, 32047559, 31088500, 29940884, 31005223, 31088404, 30222060, 31350622, 29782069, 29978725, 30980423, 31425965, 31386568, 29579334, 31097094, 31285672, 30205417, 30149883, 31602468, 28795387, 30950297, 29316288, 29661287, 30229391, 28346656, 31668406, 30797496, 31089757, 30429415, 29550987, 30843065, 30317549, 29656435, 30978569, 30678379, 32159882, 31828882, 29968154, 31265163, 31414902, 30637589, 31118602, 31221221, 29713040, 30859681, 31271118, 30497431, 31037897, 30756482, 31810952, 31387622, 29747545, 30587399, 30822531, 30527174, 31243104, 30506406, 31494736, 28212992, 31056356, 29483918, 28237243, 31142317, 31489465, 28885675, 31456503, 31548826, 31015126, 31109312, 31832068, 31401315, 30652510, 31215445, 29912578, 30666802, 30935565, 32361810, 30952767, 29409112, 30126063, 30642452, 29989448, 31481083, 32125893, 31602661, 30898568, 30480360, 30775858, 31541338, 31066582, 30177585, 30444051, 31282941, 31164317, 30630993, 29758930, 31351746, 31254940, 31147169, 29558888, 30773190, 31499384, 31116035, 29459574, 28800837, 31313100, 30821655, 29301544, 29183778, 30797493, 31207932, 31894386, 31795418, 30900377, 30784913, 30475650, 31526368, 30606672, 30854794, 30315932, 30544255, 31807880, 28780685, 30218747, 31552569, 30919763, 29284349, 31738590, 29195578, 31454018, 29615460, 31134811, 28592139, 28378642, 31564835, 31464032, 30844110, 28714370, 31648501]"
GLTSCR1,[]
GLTSCR2,"[32014946, 30591549, 31601252, 30592196, 31686799, 31445956, 31685299, 31438892, 31436122, 30955977, 28472537, 31879171, 31366504, 30548240, 29451696, 31182061, 31381142, 31290993, 30105871, 29080690, 31561135, 31097096, 30885351, 31721446, 30885328, 30089596, 30442523, 31703637, 29948239, 31606169, 30027464, 31752884, 28499641, 31828427, 31025831, 31200821, 31619231, 31235357, 29803896, 31492985, 31455166, 32048008, 31086949, 30282880, 30938103, 31245924, 29687154, 31804689, 29681240, 31194613, 30885338, 31980929, 30648806, 31449674, 30956278, 31287557, 30773184, 30486741, 29778651, 31277011, 30791870, 30507005, 30058192, 31384932, 30385172, 28507206, 30357709, 29571997, 28623135, 30835006, 29754785, 31030326, 30642457, 31721468, 30819829, 31368625, 31387256, 27413166, 31115697, 31042283, 30259978, 30680608, 29357969, 30273983, 29729529, 29564776, 31041879, 29681411, 31786738, 31713888, 29024471, 30987609, 29645086, 31175902, 31345185, 30527192, 31782256, 30413378, 31123785, 30145925, 31200820, 29042049, 29915891, 30325558, 31053172, 30825015, 31886195, 30295143, 31292396, 30334618, 31631997, 31176206, 31735973, 30783810, 30034229, 30478673, 31699115, 30415902, 31564210, 31237152, 31200819, 29363879, 31515670, 30796356, 30770959, 31126249, 31097082, 30430864, 30734516, 31068179, 31722726, 31027701, 30797489, 30885358, 30889876, 30952734, 30049203, 30952742, 31154543, 30911841, 31497994, 30725206, 31253136, 29460035, 28958068, 30098333, 31771739, 30691492, 29943841, 30941563, 30646616, 31654622, 30616471, 31244320, 31770849, 30337185, 30774636, 32047559, 31088500, 29940884, 31005223, 31088404, 30222060, 31350622, 29782069, 29978725, 30980423, 31425965, 31386568, 29579334, 31097094, 31285672, 30205417, 30149883, 31602468, 28795387, 30950297, 29316288, 29661287, 30229391, 28346656, 31668406, 30797496, 31089757, 30429415, 29550987, 30843065, 30317549, 29656435, 30978569, 30678379, 32159882, 31828882, 29968154, 31265163, 31414902, 30637589, 31118602, 31221221, 29713040, 30859681, 31271118, 30497431, 31037897, 30756482, 31810952, 31387622, 29747545, 30587399, 30822531, 30527174, 31243104, 30506406, 31494736, 28212992, 31056356, 29483918, 28237243, 31142317, 31489465, 28885675, 31456503, 31548826, 31015126, 31109312, 31832068, 31401315, 30652510, 31215445, 29912578, 30666802, 30935565, 32361810, 30952767, 29409112, 30126063, 30642452, 29989448, 31481083, 32125893, 31602661, 30898568, 30480360, 30775858, 31541338, 31066582, 30177585, 30444051, 31282941, 31164317, 30630993, 29758930, 31351746, 31254940, 31147169, 29558888, 30773190, 31499384, 31116035, 29459574, 28800837, 31313100, 30821655, 29301544, 29183778, 30797493, 31207932, 31894386, 31795418, 30900377, 30784913, 30475650, 31526368, 30606672, 30854794, 30315932, 30544255, 31807880, 28780685, 30218747, 31552569, 30919763, 29284349, 31738590, 29195578, 31454018, 29615460, 31134811, 28592139, 28378642, 31564835, 31464032, 30844110, 28714370, 31648501]"
H3F3A,"[30413378, 32014946, 31235357]"
HAS3,[]
HEY1,"[32014946, 30591549, 31601252, 30592196, 31686799, 31445956, 31685299, 31438892, 31436122, 30955977, 28472537, 31879171, 31366504, 30548240, 29451696, 31182061, 31381142, 31290993, 30105871, 29080690, 31561135, 31097096, 30885351, 31721446, 30885328, 30089596, 30442523, 31703637, 29948239, 31606169, 30027464, 31752884, 28499641, 31828427, 31025831, 31200821, 31619231, 31235357, 29803896, 31492985, 31455166, 32048008, 31086949, 30282880, 30938103, 31245924, 29687154, 31804689, 29681240, 31194613, 30885338, 31980929, 30648806, 31449674, 30956278, 31287557, 30773184, 30486741, 29778651, 31277011, 30791870, 30507005, 30058192, 31384932, 30385172, 28507206, 30357709, 29571997, 28623135, 30835006, 29754785, 31030326, 30642457, 31721468, 30819829, 31368625, 31387256, 27413166, 31115697, 31042283, 30259978, 30680608, 29357969, 30273983, 29729529, 29564776, 31041879, 29681411, 31786738, 31713888, 29024471, 30987609, 29645086, 31175902, 31345185, 30527192, 31782256, 30413378, 31123785, 30145925, 31200820, 29042049, 29915891, 30325558, 31053172, 30825015, 31886195, 30295143, 31292396, 30334618, 31631997, 31176206, 31735973, 30783810, 30034229, 30478673, 31699115, 30415902, 31564210, 31237152, 31200819, 29363879, 31515670, 30796356, 30770959, 31126249, 31097082, 30430864, 30734516, 31068179, 31722726, 31027701, 30797489, 30885358, 30889876, 30952734, 30049203, 30952742, 31154543, 30911841, 31497994, 30725206, 31253136, 29460035, 28958068, 30098333, 31771739, 30691492, 29943841, 30941563, 30646616, 31654622, 30616471, 31244320, 31770849, 30337185, 30774636, 32047559, 31088500, 29940884, 31005223, 31088404, 30222060, 31350622, 29782069, 29978725, 30980423, 31425965, 31386568, 29579334, 31097094, 31285672, 30205417, 30149883, 31602468, 28795387, 30950297, 29316288, 29661287, 30229391, 28346656, 31668406, 30797496, 31089757, 30429415, 29550987, 30843065, 30317549, 29656435, 30978569, 30678379, 32159882, 31828882, 29968154, 31265163, 31414902, 30637589, 31118602, 31221221, 29713040, 30859681, 31271118, 30497431, 31037897, 30756482, 31810952, 31387622, 29747545, 30587399, 30822531, 30527174, 31243104, 30506406, 31494736, 28212992, 31056356, 29483918, 28237243, 31142317, 31489465, 28885675, 31456503, 31548826, 31015126, 31109312, 31832068, 31401315, 30652510, 31215445, 29912578, 30666802, 30935565, 32361810, 30952767, 29409112, 30126063, 30642452, 29989448, 31481083, 32125893, 31602661, 30898568, 30480360, 30775858, 31541338, 31066582, 30177585, 30444051, 31282941, 31164317, 30630993, 29758930, 31351746, 31254940, 31147169, 29558888, 30773190, 31499384, 31116035, 29459574, 28800837, 31313100, 30821655, 29301544, 29183778, 30797493, 31207932, 31894386, 31795418, 30900377, 30784913, 30475650, 31526368, 30606672, 30854794, 30315932, 30544255, 31807880, 28780685, 30218747, 31552569, 30919763, 29284349, 31738590, 29195578, 31454018, 29615460, 31134811, 28592139, 28378642, 31564835, 31464032, 30844110, 28714370, 31648501]"
HMGA2,"[31438892, 31541338, 30923943, 30477470, 31481083, 31601252, 31446212, 30475650, 30327236, 31703663, 30089584, 31254940, 31027701, 28507206, 29948239, 29558888, 31709807, 29943841, 30989732, 31886195, 31648127, 30952767, 27908619, 29940884, 30504389, 31401315, 31280139, 32020709, 30485693, 31985315, 30889876, 31015126, 31775888, 30242906, 30784913, 31627700, 31520555, 31376097, 31368625]"
ID3,"[32014946, 30591549, 31601252, 30592196, 31686799, 31445956, 31685299, 31438892, 31436122, 30955977, 28472537, 31879171, 31366504, 30548240, 29451696, 31182061, 31381142, 31290993, 30105871, 29080690, 31561135, 31097096, 30885351, 31721446, 30885328, 30089596, 30442523, 31703637, 29948239, 31606169, 30027464, 31752884, 28499641, 31828427, 31025831, 31200821, 31619231, 31235357, 29803896, 31492985, 31455166, 32048008, 31086949, 30282880, 30938103, 31245924, 29687154, 31804689, 29681240, 31194613, 30885338, 31980929, 30648806, 31449674, 30956278, 31287557, 30773184, 30486741, 29778651, 31277011, 30791870, 30507005, 30058192, 31384932, 30385172, 28507206, 30357709, 29571997, 28623135, 30835006, 29754785, 31030326, 30642457, 31721468, 30819829, 31368625, 31387256, 27413166, 31115697, 31042283, 30259978, 30680608, 29357969, 30273983, 29729529, 29564776, 31041879, 29681411, 31786738, 31713888, 29024471, 30987609, 29645086, 31175902, 31345185, 30527192, 31782256, 30413378, 31123785, 30145925, 31200820, 29042049, 29915891, 30325558, 31053172, 30825015, 31886195, 30295143, 31292396, 30334618, 31631997, 31176206, 31735973, 30783810, 30034229, 30478673, 31699115, 30415902, 31564210, 31237152, 31200819, 29363879, 31515670, 30796356, 30770959, 31126249, 31097082, 30430864, 30734516, 31068179, 31722726, 31027701, 30797489, 30885358, 30889876, 30952734, 30049203, 30952742, 31154543, 30911841, 31497994, 30725206, 31253136, 29460035, 28958068, 30098333, 31771739, 30691492, 29943841, 30941563, 30646616, 31654622, 30616471, 31244320, 31770849, 30337185, 30774636, 32047559, 31088500, 29940884, 31005223, 31088404, 30222060, 31350622, 29782069, 29978725, 30980423, 31425965, 31386568, 29579334, 31097094, 31285672, 30205417, 30149883, 31602468, 28795387, 30950297, 29316288, 29661287, 30229391, 28346656, 31668406, 30797496, 31089757, 30429415, 29550987, 30843065, 30317549, 29656435, 30978569, 30678379, 32159882, 31828882, 29968154, 31265163, 31414902, 30637589, 31118602, 31221221, 29713040, 30859681, 31271118, 30497431, 31037897, 30756482, 31810952, 31387622, 29747545, 30587399, 30822531, 30527174, 31243104, 30506406, 31494736, 28212992, 31056356, 29483918, 28237243, 31142317, 31489465, 28885675, 31456503, 31548826, 31015126, 31109312, 31832068, 31401315, 30652510, 31215445, 29912578, 30666802, 30935565, 32361810, 30952767, 29409112, 30126063, 30642452, 29989448, 31481083, 32125893, 31602661, 30898568, 30480360, 30775858, 31541338, 31066582, 30177585, 30444051, 31282941, 31164317, 30630993, 29758930, 31351746, 31254940, 31147169, 29558888, 30773190, 31499384, 31116035, 29459574, 28800837, 31313100, 30821655, 29301544, 29183778, 30797493, 31207932, 31894386, 31795418, 30900377, 30784913, 30475650, 31526368, 30606672, 30854794, 30315932, 30544255, 31807880, 28780685, 30218747, 31552569, 30919763, 29284349, 31738590, 29195578, 31454018, 29615460, 31134811, 28592139, 28378642, 31564835, 31464032, 30844110, 28714370, 31648501]"
IL15,"[31200820, 30938103, 30189719, 28476421, 30666800, 31109312, 30324773, 31804689, 30089596, 30027464, 31786738, 31253136, 30357709, 30477470, 31235357, 30791870, 31177159, 30485664, 30885338, 31878900, 30806032, 30935565, 28472537, 30659509, 31028222, 29651598, 30885351, 29451696, 31350622, 30680608, 30177585, 29579334, 31176206, 31721446, 30843662, 31703663, 31097094, 31175902, 30642444, 30773190, 31277011, 30527192, 30911841, 31602468, 31200821, 30950297, 29316288, 30415902, 31561135, 31282096, 32048008, 30977688, 31668406, 29550987, 30536653, 31387256, 30548240, 30506406, 31829203, 30978569, 31384932, 30678379, 31828882, 29968154, 31414902, 31097096, 31553706, 31464032, 30413378, 31648501, 32020709, 30956278, 28885675, 31489465, 31387805, 31707599, 31352324, 30825015, 30909672, 31823748, 30325558, 31097082, 29558888, 31080186]"
IL3,"[29945702, 31445956, 29451696, 30592196, 29284511, 28346656, 31235357, 30478673, 30486741, 28472537, 29301544, 32048008, 31752884, 30955977, 31005209, 30497431, 31176206, 30027464, 29316288, 31381142, 30327236, 31366504, 30385172, 28378642, 30145925, 30666800, 31648501, 31786738, 30927058, 31492985, 29510676, 31277011, 29042049, 29915891, 31116035, 31368625, 31194613, 31699115, 30825015, 32125893, 30189719, 30938103, 31147169, 31175902, 30773190, 30821655, 32014946, 32159882, 29968154, 29452091, 30413378, 30885351, 30773184, 29778651, 30324773, 30725275, 31164317, 31804689, 31499384, 28212992, 31089925, 31602468, 28795387, 28507206, 31668406, 29357969, 30548240, 31829203, 31515670, 30770959, 31654622, 31042283, 31271118, 31290993, 31243104, 30652510, 31215445, 31245924, 30305125, 30222060, 31449674, 30665872, 31124335, 29782069, 30775858, 30952734, 29579334, 30049203, 30282880, 31285672, 30034229, 30205417, 30527192, 30911841, 30149883, 30855987, 29661287, 31282096, 30797493, 29460035, 31200819, 30773851, 31894386, 31455166, 30089591, 31097093, 30475650, 30606672, 30506406, 30089596, 31874162, 28780685, 30941563, 31414902, 29195578, 29615460, 30357709, 31097096, 31030326, 31244320, 32047559, 29536740, 30594196, 31015126, 30587399, 31878900, 29483918, 31126249, 31023173, 30797489, 28668866, 29940884, 29754785, 31109312, 31097082, 29681411, 30430864, 31097085, 31056356, 28488012, 30591549, 30822531, 30923943, 31005223, 31456503, 30666802, 28825377, 31667664, 31181537, 31130741, 30642452, 30956278, 30680608, 31602661, 30334618, 30898568, 30885358, 31828427, 29729529, 30177585, 30477470, 30832554, 31425965, 30885342, 31631997, 29687154, 29564776, 31721446, 31351746, 31606169, 30089584, 30885328, 31721468, 28499641, 29731164, 31446212, 31782256, 30839234, 31154543, 29459574, 29571997, 31879171, 30950297, 31157548, 31497994, 30415902, 29183778, 30229391, 28958068, 30527174, 30594330, 31795418, 29550987, 30784913, 30098333, 30843065, 29945708, 30791870, 30691492, 31155967, 30623409, 31041879, 31080186, 30628487, 30978569, 30678379, 30218747, 31331844, 31432603, 31134811, 31221221, 30616471, 31770849, 27413166, 30774636, 32020709, 28885675, 31489465, 31387805, 31707599, 31352324, 30909672, 31823748, 30325558, 29558888, 31686799, 28800837]"
IL7R,"[31418948, 32020709, 30956278, 28885675, 31489465, 31387805, 31707599, 31352324, 30825015, 30909672, 31823748, 30325558, 31097082, 29558888, 31080186]"
IRF4,"[31438892, 30756482, 30043491, 31605736, 29363879, 32020709, 31207932, 31518571, 31425002, 30844110]"
KMT2C,[]
KMT2D,[30885352]
LYL1,[]
MAN2B1,[]
MEGF6,[]
MKL1,[]
MN1,"[29451696, 31445956, 31438892, 28472537, 30773184, 31882501, 30938103, 32014946, 31804689, 32125893, 28507206, 31042283, 29510676, 30506406, 30791870, 31829203, 31782256, 30648806, 31722726, 29681411, 30486741, 29645086, 31245924, 29483918, 28346656, 31235357, 31194613, 31200819, 30295143, 31602661, 30616471, 29409112, 30218747, 29042049, 29536740, 32048008, 31735973, 31254940, 31109312, 30548240, 30507005, 31492985, 30089591, 31005223, 31414902, 31097096, 31164317, 31721468, 31499384, 31277011, 30205417, 29571997, 31253136, 31522607, 29945708, 31752884, 31384932, 30678379, 31221221, 30952742, 29782069, 29778651, 30592196, 29754785, 31175902, 30478673, 31668406, 29550987, 30536653, 30089596, 30531840, 30544255, 32159882, 31265163, 31886195, 31654622, 31368625, 27413166, 31290993, 29915891, 30847822, 31126249, 31878900, 31810952, 30652510, 31215445, 30305125, 31088404, 30222060, 31350622, 30497431, 30885358, 30324773, 30477470, 30725275, 30049203, 31721446, 31351746, 31147169, 30089584, 30642457, 30783810, 31154543, 30034229, 30149883, 31200821, 30821655, 31157548, 29661287, 30413378, 30773851, 31894386, 28958068, 30797496, 30955977, 29357969, 30691492, 29656435, 30623409, 31053172, 30941563, 31432603, 30825015, 31464032, 31770849, 32047559, 30628200, 30587399, 30822531, 31243104, 31446212, 30797489, 31366504, 31025831, 30666800, 30189719, 30322398, 31832068, 30430864, 31627700, 31786738, 31028222, 28237243, 30878128, 30885351, 31097085, 31601252, 30935565, 32361810, 30952767, 30609303, 31200820, 30442523, 31439255, 30642452, 30327236, 31486229, 31481083, 31124335, 31123785, 31980929, 29945702, 30980423, 30898568, 31985315, 30480360, 31828427, 31345185, 31425965, 30952734, 30273983, 30444051, 31631997, 29564776, 30282880, 30630993, 29266226, 31606169, 31097094, 29558888, 30027464, 28499641, 28212992, 29383798, 31182061, 31381142, 30527192, 30911841, 31602468, 29459574, 31313100, 31879171, 28795387, 30946796, 31699115, 29316288, 29301544, 30415902, 29183778, 30835006, 30229391, 31699471, 30527174, 30429415, 31795418, 30900377, 30843065, 31097093, 29426250, 31820862, 32108977, 27516466, 29943841, 29363879, 31874162, 31807880, 28780685, 31393163, 31828882, 31738590, 30637589, 31118602, 31030326, 31553706, 31564835, 30859681, 31271118, 30774636, 31648501, 30145925]"
MYB,"[31438892, 31541338, 30923943, 30477470, 31481083, 31601252, 31446212, 30475650, 30327236, 31703663, 30089584, 31254940, 31027701, 28507206, 29948239, 29558888, 31709807, 29943841, 30989732, 31886195, 31648127, 30952767, 27908619, 29940884, 30504389, 31401315, 31280139, 32020709, 30485693, 31985315, 30889876, 31015126, 31775888, 30242906, 30784913, 31627700, 31520555, 31376097, 31368625]"
MYH11,[]
MYH9,"[29729529, 30327236, 30642452, 28212992, 30485664, 29912578, 31804689, 30938103, 30317549, 31631997, 30481147, 30089597, 30305125, 31243104, 30334618, 31659111, 31699115, 30177585, 29352585, 31771739, 31368411, 31290849, 30935565, 30952767, 31312931, 30391190, 31287557, 29558888, 31235357, 31194613, 31116035, 31495334, 31703637, 31874162, 29953591, 31829203, 31707599, 31265163, 28592139, 31553706, 31360113, 30770959, 30642444, 30725275, 31039680]"
MYOD1,[]
NCOR1,"[29284511, 31312931, 30725275, 31253136, 29460035, 31025831, 29195578, 31438892, 31381142, 31561135, 31368625, 30413378, 31068179, 31285672, 31157548, 30089591, 30506406, 31738590, 31455166, 30105630, 29579334, 31571631, 30885342, 31154543, 31124335, 30189719, 30305125, 30642444, 30149883, 30486741, 30950297, 29661287, 28958068, 30527174, 30955977, 28780685, 30978569, 29615460, 30770959, 31221221, 31464032, 31271118, 29747545, 30391190, 30871590, 31276353, 30591549, 31771739, 31735973, 31181537, 30442523, 31350622, 31425965, 31927006, 31497994, 30415902, 31795418, 29483918, 30475650, 31376097, 31552569, 31707599, 31886195, 30145925]"
NR3C1,[30126075]
NT5C2,"[31455166, 29729529, 30327236, 30642452, 28212992, 30485664, 29912578, 31804689, 30938103, 30317549, 31631997, 30481147, 30089597, 30305125, 31243104, 30334618, 31659111, 31699115, 30177585, 29352585, 31771739, 31368411, 31290849, 30935565, 30952767, 31312931, 30391190, 31287557, 29558888, 31235357, 31194613, 31116035, 31495334, 31703637, 31874162, 29953591, 31829203, 31707599, 31265163, 28592139, 31553706, 31360113]"
NUDT15,[]
NUP214,"[30322398, 31101024, 31109312, 31215445, 31280139, 30591549, 31619231, 31228180, 30885328, 31874162, 28780685, 31829203, 31707599, 30974169, 31553706, 31648501, 29316288, 30442523, 32248302, 31878900, 29747545, 32125893, 31651282, 31287557, 31154543, 29460035, 30648806, 32088783, 31492985, 32048008, 29729529, 31439255, 30783810, 30835006, 30587399, 30927058, 30385172, 30911841, 30955977, 31290849, 30885351, 31200819, 30832554, 31068179, 30477470, 30034229, 32173269, 30556447, 30089584, 30527174, 30725275, 31489465, 31126249, 31015126, 30485693, 31722726, 31499384, 31494736, 31601252, 29080690, 28476421, 30444051, 29510676, 31305173, 31202850, 31237152, 31130373, 31739500, 31089757, 30594330, 30864018, 30315932, 30544255, 31520555, 31376097, 30978569, 29284349, 31654622, 30616471, 31244320, 30481147, 29452091]"
NUP98,[]
PAX3,[]
PAX7,[]
PDE4B,[]
PDGFB,"[29451696, 31445956, 31438892, 28472537, 30773184, 31882501, 30938103, 32014946, 31804689, 32125893, 28507206, 31042283, 29510676, 30506406, 30791870, 31829203, 31782256, 30648806, 31722726, 29681411, 30486741, 29645086, 31245924, 29483918, 28346656, 31235357, 31194613, 31200819, 30295143, 31602661, 30616471, 29409112, 30218747, 29042049, 29536740, 32048008, 31735973, 31254940, 31109312, 30548240, 30507005, 31492985, 30089591, 31005223, 31414902, 31097096, 31164317, 31721468, 31499384, 31277011, 30205417, 29571997, 31253136, 31522607, 29945708, 31752884, 31384932, 30678379, 31221221, 30952742, 29782069, 29778651, 30592196, 29754785, 31175902, 30478673, 31668406, 29550987, 30536653, 30089596, 30531840, 30544255, 32159882, 31265163, 31886195, 31654622, 31368625, 27413166, 31290993, 29915891, 30847822, 31126249, 31878900, 31810952, 30652510, 31215445, 30305125, 31088404, 30222060, 31350622, 30497431, 30885358, 30324773, 30477470, 30725275, 30049203, 31721446, 31351746, 31147169, 30089584, 30642457, 30783810, 31154543, 30034229, 30149883, 31200821, 30821655, 31157548, 29661287, 30413378, 30773851, 31894386, 28958068, 30797496, 30955977, 29357969, 30691492, 29656435, 30623409, 31053172, 30941563, 31432603, 30825015, 31464032, 31770849, 32047559, 30628200, 30587399, 30822531, 31243104, 31446212, 30797489, 31366504, 31025831, 30666800, 30189719, 30322398, 31832068, 30430864, 31627700, 31786738, 31028222, 28237243, 30878128, 30885351, 31097085, 31601252, 30935565, 32361810, 30952767, 30609303, 31200820, 30442523, 31439255, 30642452, 30327236, 31486229, 31481083, 31124335, 31123785, 31980929, 29945702, 30980423, 30898568, 31985315, 30480360, 31828427, 31345185, 31425965, 30952734, 30273983, 30444051, 31631997, 29564776, 30282880, 30630993, 29266226, 31606169, 31097094, 29558888, 30027464, 28499641, 28212992, 29383798, 31182061, 31381142, 30527192, 30911841, 31602468, 29459574, 31313100, 31879171, 28795387, 30946796, 31699115, 29316288, 29301544, 30415902, 29183778, 30835006, 30229391, 31699471, 30527174, 30429415, 31795418, 30900377, 30843065, 31097093, 29426250, 31820862, 32108977, 27516466, 29943841, 29363879, 31874162, 31807880, 28780685, 31393163, 31828882, 31738590, 30637589, 31118602, 31030326, 31553706, 31564835, 30859681, 31271118, 30774636, 31648501, 30145925, 31068179, 31541338, 30923943, 30475650, 31703663, 31027701, 29948239, 31709807, 30989732, 31648127, 27908619, 29940884, 30504389, 31401315, 31280139, 32020709, 30485693, 30889876, 31015126, 31775888, 30242906, 30784913, 31520555, 31376097]"
